Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Data_value_unit,Data_value_type,LocationID,Geolocation
2017,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3695,78.0,76.5,79.6,%,Age-adjusted Prevalence,22,"(31.31266064400046, -92.44568007099969)"
2017,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2412,26.9,25.2,28.5,%,Age-adjusted Prevalence,23,"(45.254228894000505, -68.98503133599962)"
2017,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7257,73.1,71.5,74.8,%,Age-adjusted Prevalence,23,"(45.254228894000505, -68.98503133599962)"
2017,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2473,17.7,16.6,18.8,%,Age-adjusted Prevalence,24,"(39.29058096400047, -76.60926011099963)"
2017,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,11024,82.3,81.2,83.4,%,Age-adjusted Prevalence,24,"(39.29058096400047, -76.60926011099963)"
2017,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1266,18.5,17.0,20.0,%,Age-adjusted Prevalence,25,"(42.27687047000046, -72.08269067499964)"
2017,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5603,81.5,80.0,83.0,%,Age-adjusted Prevalence,25,"(42.27687047000046, -72.08269067499964)"
2017,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2494,23.5,22.4,24.6,%,Age-adjusted Prevalence,26,"(44.6613195430005, -84.71439026999968)"
2017,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8354,76.5,75.4,77.6,%,Age-adjusted Prevalence,26,"(44.6613195430005, -84.71439026999968)"
2017,MN,Minnesota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,3261,19.4,18.5,20.2,%,Age-adjusted Prevalence,27,"(46.35564873600049, -94.79420050299967)"
2017,MN,Minnesota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,13759,80.6,79.8,81.5,%,Age-adjusted Prevalence,27,"(46.35564873600049, -94.79420050299967)"
2017,MS,Mississippi,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1013,20.9,19.1,22.7,%,Age-adjusted Prevalence,28,"(32.745510099000455, -89.53803082499968)"
2017,MS,Mississippi,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4039,79.1,77.3,80.9,%,Age-adjusted Prevalence,28,"(32.745510099000455, -89.53803082499968)"
2017,MO,Missouri,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1664,22.8,21.4,24.3,%,Age-adjusted Prevalence,29,"(38.635790776000476, -92.56630005299968)"
2017,MO,Missouri,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5906,77.2,75.7,78.6,%,Age-adjusted Prevalence,29,"(38.635790776000476, -92.56630005299968)"
2017,MT,Montana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1166,22.0,20.4,23.6,%,Age-adjusted Prevalence,30,"(47.06652897200047, -109.42442064499971)"
2017,MT,Montana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4722,78.0,76.4,79.6,%,Age-adjusted Prevalence,30,"(47.06652897200047, -109.42442064499971)"
2017,NE,Nebraska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2751,19.7,18.7,20.8,%,Age-adjusted Prevalence,31,"(41.6410409880005, -99.36572062299967)"
2017,NE,Nebraska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,12548,80.3,79.2,81.3,%,Age-adjusted Prevalence,31,"(41.6410409880005, -99.36572062299967)"
2017,NV,Nevada,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,667,15.5,13.8,17.2,%,Age-adjusted Prevalence,32,"(39.493240390000494, -117.07184056399967)"
2017,NV,Nevada,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3079,84.5,82.8,86.2,%,Age-adjusted Prevalence,32,"(39.493240390000494, -117.07184056399967)"
2017,NH,New Hampshire,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1269,24.1,22.1,26.1,%,Age-adjusted Prevalence,33,"(43.65595011300047, -71.50036091999965)"
2017,NH,New Hampshire,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4452,75.9,73.9,77.9,%,Age-adjusted Prevalence,33,"(43.65595011300047, -71.50036091999965)"
2017,NJ,New Jersey,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1907,14.7,13.6,15.9,%,Age-adjusted Prevalence,34,"(40.13057004800049, -74.27369128799967)"
2017,NJ,New Jersey,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9749,85.3,84.1,86.4,%,Age-adjusted Prevalence,34,"(40.13057004800049, -74.27369128799967)"
2017,NM,New Mexico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1347,21.3,19.8,22.9,%,Age-adjusted Prevalence,35,"(34.52088095200048, -106.24058098499967)"
2017,NM,New Mexico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5169,78.7,77.1,80.2,%,Age-adjusted Prevalence,35,"(34.52088095200048, -106.24058098499967)"
2017,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2092,16.1,15.1,17.0,%,Age-adjusted Prevalence,36,"(42.82700103200045, -75.54397042699964)"
2017,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10108,83.9,83.0,84.9,%,Age-adjusted Prevalence,36,"(42.82700103200045, -75.54397042699964)"
2017,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,957,19.9,18.3,21.5,%,Age-adjusted Prevalence,37,"(35.466220975000454, -79.15925046299964)"
2017,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3937,80.1,78.5,81.7,%,Age-adjusted Prevalence,37,"(35.466220975000454, -79.15925046299964)"
2017,ND,North Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1215,20.3,18.8,21.7,%,Age-adjusted Prevalence,38,"(47.47531977900047, -100.11842104899966)"
2017,ND,North Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5756,79.7,78.3,81.2,%,Age-adjusted Prevalence,38,"(47.47531977900047, -100.11842104899966)"
2017,OH,Ohio,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2622,23.3,22.0,24.6,%,Age-adjusted Prevalence,39,"(40.06021014100048, -82.40426005599966)"
2017,OH,Ohio,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9617,76.7,75.4,78.0,%,Age-adjusted Prevalence,39,"(40.06021014100048, -82.40426005599966)"
2017,OK,Oklahoma,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1503,23.8,22.4,25.2,%,Age-adjusted Prevalence,40,"(35.47203135600046, -97.52107021399968)"
2017,OK,Oklahoma,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5107,76.2,74.8,77.6,%,Age-adjusted Prevalence,40,"(35.47203135600046, -97.52107021399968)"
2017,OR,Oregon,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1269,24.4,22.9,25.8,%,Age-adjusted Prevalence,41,"(44.56744942400047, -120.15503132599969)"
2017,OR,Oregon,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4054,75.6,74.2,77.1,%,Age-adjusted Prevalence,41,"(44.56744942400047, -120.15503132599969)"
2017,PA,Pennsylvania,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1330,20.0,18.7,21.4,%,Age-adjusted Prevalence,42,"(40.79373015200048, -77.86070029399963)"
2017,PA,Pennsylvania,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5185,80.0,78.6,81.3,%,Age-adjusted Prevalence,42,"(40.79373015200048, -77.86070029399963)"
2017,PR,Puerto Rico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,862,17.4,15.9,18.9,%,Age-adjusted Prevalence,72,"(18.220833, -66.590149)"
2017,PR,Puerto Rico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3611,82.6,81.1,84.1,%,Age-adjusted Prevalence,72,"(18.220833, -66.590149)"
2017,RI,Rhode Island,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1315,23.6,21.7,25.4,%,Age-adjusted Prevalence,44,"(41.70828019300046, -71.52247031399963)"
2017,RI,Rhode Island,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4287,76.4,74.6,78.3,%,Age-adjusted Prevalence,44,"(41.70828019300046, -71.52247031399963)"
2017,SC,South Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2232,20.5,19.4,21.7,%,Age-adjusted Prevalence,45,"(33.998821303000454, -81.04537120699968)"
2017,SC,South Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9003,79.5,78.3,80.6,%,Age-adjusted Prevalence,45,"(33.998821303000454, -81.04537120699968)"
2017,SD,South Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1133,17.9,16.1,19.7,%,Age-adjusted Prevalence,46,"(44.353130053000484, -100.3735306369997)"
2017,SD,South Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5855,82.1,80.3,83.9,%,Age-adjusted Prevalence,46,"(44.353130053000484, -100.3735306369997)"
2017,TN,Tennessee,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1404,22.8,21.2,24.5,%,Age-adjusted Prevalence,47,"(35.68094058000048, -85.77449091399967)"
2017,TN,Tennessee,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4402,77.2,75.5,78.8,%,Age-adjusted Prevalence,47,"(35.68094058000048, -85.77449091399967)"
2017,TX,Texas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2187,16.5,15.1,17.8,%,Age-adjusted Prevalence,48,"(31.827240407000488, -99.42677020599967)"
2017,TX,Texas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10023,83.5,82.2,84.9,%,Age-adjusted Prevalence,48,"(31.827240407000488, -99.42677020599967)"
2017,UT,Utah,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2223,22.5,21.5,23.6,%,Age-adjusted Prevalence,49,"(39.360700171000474, -111.58713063499971)"
2017,UT,Utah,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7979,77.5,76.4,78.5,%,Age-adjusted Prevalence,49,"(39.360700171000474, -111.58713063499971)"
2017,VT,Vermont,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1546,26.2,24.4,27.9,%,Age-adjusted Prevalence,50,"(43.62538123900049, -72.51764079099962)"
2017,VT,Vermont,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4936,73.8,72.1,75.6,%,Age-adjusted Prevalence,50,"(43.62538123900049, -72.51764079099962)"
2017,VA,Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1877,19.2,18.0,20.3,%,Age-adjusted Prevalence,51,"(37.54268067400045, -78.45789046299967)"
2017,VA,Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7702,80.8,79.7,82.0,%,Age-adjusted Prevalence,51,"(37.54268067400045, -78.45789046299967)"
2017,WA,Washington,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2999,23.4,22.4,24.4,%,Age-adjusted Prevalence,53,"(47.52227862900048, -120.47001078999972)"
2017,WA,Washington,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10198,76.6,75.6,77.6,%,Age-adjusted Prevalence,53,"(47.52227862900048, -120.47001078999972)"
2017,WV,West Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1414,26.8,25.1,28.5,%,Age-adjusted Prevalence,54,"(38.66551020200046, -80.71264013499967)"
2017,WV,West Virginia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4030,73.2,71.5,74.9,%,Age-adjusted Prevalence,54,"(38.66551020200046, -80.71264013499967)"
2017,WI,Wisconsin,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1057,19.2,17.7,20.8,%,Age-adjusted Prevalence,55,"(44.39319117400049, -89.81637074199966)"
2017,WI,Wisconsin,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4728,80.8,79.2,82.3,%,Age-adjusted Prevalence,55,"(44.39319117400049, -89.81637074199966)"
2017,WY,Wyoming,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,873,21.6,19.9,23.2,%,Age-adjusted Prevalence,56,"(43.23554134300048, -108.10983035299967)"
2017,WY,Wyoming,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3576,78.4,76.8,80.1,%,Age-adjusted Prevalence,56,"(43.23554134300048, -108.10983035299967)"
2018,AL,Alabama,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1530,24.1,22.6,25.7,%,Age-adjusted Prevalence,1,"(32.84057112200048, -86.63186076199969)"
2018,AL,Alabama,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5027,75.9,74.3,77.4,%,Age-adjusted Prevalence,1,"(32.84057112200048, -86.63186076199969)"
2018,AK,Alaska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,507,20.0,17.7,22.2,%,Age-adjusted Prevalence,2,"(64.84507995700051, -147.72205903599973)"
2018,AK,Alaska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2232,80.0,77.8,82.3,%,Age-adjusted Prevalence,2,"(64.84507995700051, -147.72205903599973)"
2018,AZ,Arizona,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1353,16.9,15.5,18.3,%,Age-adjusted Prevalence,4,"(34.865970280000454, -111.76381127699972)"
2018,AZ,Arizona,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6688,83.1,81.7,84.5,%,Age-adjusted Prevalence,4,"(34.865970280000454, -111.76381127699972)"
2018,AR,Arkansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1002,23.2,21.3,25.1,%,Age-adjusted Prevalence,5,"(34.74865012400045, -92.27449074299966)"
2018,AR,Arkansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4320,76.8,74.9,78.7,%,Age-adjusted Prevalence,5,"(34.74865012400045, -92.27449074299966)"
2018,CA,California,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1995,15.4,14.6,16.3,%,Age-adjusted Prevalence,6,"(37.63864012300047, -120.99999953799971)"
2018,CA,California,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,9871,84.6,83.7,85.4,%,Age-adjusted Prevalence,6,"(37.63864012300047, -120.99999953799971)"
2018,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1325,15.8,14.9,16.8,%,Age-adjusted Prevalence,8,"(38.843840757000464, -106.13361092099967)"
2018,CO,Colorado,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7536,84.2,83.2,85.1,%,Age-adjusted Prevalence,8,"(38.843840757000464, -106.13361092099967)"
2018,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1691,15.9,14.8,17.0,%,Age-adjusted Prevalence,9,"(41.56266102000046, -72.64984095199964)"
2018,CT,Connecticut,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8935,84.1,83.0,85.2,%,Age-adjusted Prevalence,9,"(41.56266102000046, -72.64984095199964)"
2018,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,872,17.5,15.9,19.0,%,Age-adjusted Prevalence,10,"(39.008830667000495, -75.57774116799965)"
2018,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4340,82.5,81.0,84.1,%,Age-adjusted Prevalence,10,"(39.008830667000495, -75.57774116799965)"
2018,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,767,19.3,17.7,20.9,%,Age-adjusted Prevalence,11,"(38.89037138500049, -77.03196112699965)"
2018,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3603,80.7,79.1,82.3,%,Age-adjusted Prevalence,11,"(38.89037138500049, -77.03196112699965)"
2018,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2616,15.9,14.7,17.1,%,Age-adjusted Prevalence,12,"(28.932040377000476, -81.92896053899966)"
2018,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,12558,84.1,82.9,85.3,%,Age-adjusted Prevalence,12,"(28.932040377000476, -81.92896053899966)"
2018,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1584,17.0,16.0,18.0,%,Age-adjusted Prevalence,13,"(32.83968109300048, -83.62758034599966)"
2018,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7662,83.0,82.0,84.0,%,Age-adjusted Prevalence,13,"(32.83968109300048, -83.62758034599966)"
2018,GU,Guam,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,154,7.8,6.2,9.4,%,Age-adjusted Prevalence,66,"(13.444304, 144.793731)"
2018,GU,Guam,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1480,92.2,90.6,93.8,%,Age-adjusted Prevalence,66,"(13.444304, 144.793731)"
2018,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1116,12.8,11.7,13.8,%,Age-adjusted Prevalence,15,"(21.304850435000446, -157.85774940299973)"
2018,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6768,87.2,86.2,88.3,%,Age-adjusted Prevalence,15,"(21.304850435000446, -157.85774940299973)"
2018,ID,Idaho,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,685,19.8,17.9,21.8,%,Age-adjusted Prevalence,16,"(43.682630005000476, -114.3637300419997)"
2018,ID,Idaho,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2993,80.2,78.2,82.1,%,Age-adjusted Prevalence,16,"(43.682630005000476, -114.3637300419997)"
2018,IL,Illinois,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,947,18.0,16.6,19.3,%,Age-adjusted Prevalence,17,"(40.48501028300046, -88.99771017799969)"
2018,IL,Illinois,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4341,82.0,80.7,83.4,%,Age-adjusted Prevalence,17,"(40.48501028300046, -88.99771017799969)"
2018,IN,Indiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1446,20.0,18.7,21.3,%,Age-adjusted Prevalence,18,"(39.766910452000445, -86.14996019399968)"
2018,IN,Indiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6129,80.0,78.7,81.3,%,Age-adjusted Prevalence,18,"(39.766910452000445, -86.14996019399968)"
2018,IA,Iowa,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1420,16.9,16.0,17.9,%,Age-adjusted Prevalence,19,"(42.46940091300047, -93.81649055599968)"
2018,IA,Iowa,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7672,83.1,82.1,84.0,%,Age-adjusted Prevalence,19,"(42.46940091300047, -93.81649055599968)"
2018,KS,Kansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2073,21.0,19.9,22.1,%,Age-adjusted Prevalence,20,"(38.34774030000045, -98.20078122699965)"
2018,KS,Kansas,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8695,79.0,77.9,80.1,%,Age-adjusted Prevalence,20,"(38.34774030000045, -98.20078122699965)"
2018,KY,Kentucky,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2040,24.1,22.5,25.8,%,Age-adjusted Prevalence,21,"(37.645970271000465, -84.77497104799966)"
2018,KY,Kentucky,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,6470,75.9,74.2,77.5,%,Age-adjusted Prevalence,21,"(37.645970271000465, -84.77497104799966)"
2018,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1179,23.3,21.6,25.1,%,Age-adjusted Prevalence,22,"(31.31266064400046, -92.44568007099969)"
2018,LA,Louisiana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3917,76.7,74.9,78.4,%,Age-adjusted Prevalence,22,"(31.31266064400046, -92.44568007099969)"
2018,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2226,24.2,22.5,25.9,%,Age-adjusted Prevalence,23,"(45.254228894000505, -68.98503133599962)"
2018,ME,Maine,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,8685,75.8,74.1,77.5,%,Age-adjusted Prevalence,23,"(45.254228894000505, -68.98503133599962)"
2018,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2707,15.6,14.7,16.6,%,Age-adjusted Prevalence,24,"(39.29058096400047, -76.60926011099963)"
2018,MD,Maryland,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,14763,84.4,83.4,85.3,%,Age-adjusted Prevalence,24,"(39.29058096400047, -76.60926011099963)"
2018,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1172,18.7,17.3,20.0,%,Age-adjusted Prevalence,25,"(42.27687047000046, -72.08269067499964)"
2018,MA,Massachusetts,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5449,81.3,80.0,82.7,%,Age-adjusted Prevalence,25,"(42.27687047000046, -72.08269067499964)"
2018,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2374,23.7,22.6,24.9,%,Age-adjusted Prevalence,26,"(44.6613195430005, -84.71439026999968)"
2018,MI,Michigan,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7895,76.3,75.1,77.4,%,Age-adjusted Prevalence,26,"(44.6613195430005, -84.71439026999968)"
2018,MN,Minnesota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2939,18.0,17.2,18.8,%,Age-adjusted Prevalence,27,"(46.35564873600049, -94.79420050299967)"
2018,MN,Minnesota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,13997,82.0,81.2,82.8,%,Age-adjusted Prevalence,27,"(46.35564873600049, -94.79420050299967)"
2018,MS,Mississippi,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1294,21.8,20.3,23.2,%,Age-adjusted Prevalence,28,"(32.745510099000455, -89.53803082499968)"
2018,MS,Mississippi,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4535,78.2,76.8,79.7,%,Age-adjusted Prevalence,28,"(32.745510099000455, -89.53803082499968)"
2018,MO,Missouri,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1327,22.6,20.9,24.2,%,Age-adjusted Prevalence,29,"(38.635790776000476, -92.56630005299968)"
2018,MO,Missouri,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4879,77.4,75.8,79.1,%,Age-adjusted Prevalence,29,"(38.635790776000476, -92.56630005299968)"
2018,MT,Montana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1095,22.6,20.9,24.3,%,Age-adjusted Prevalence,30,"(47.06652897200047, -109.42442064499971)"
2018,MT,Montana,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4071,77.4,75.7,79.1,%,Age-adjusted Prevalence,30,"(47.06652897200047, -109.42442064499971)"
2018,NE,Nebraska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2273,17.6,16.6,18.6,%,Age-adjusted Prevalence,31,"(41.6410409880005, -99.36572062299967)"
2018,NE,Nebraska,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,12335,82.4,81.4,83.4,%,Age-adjusted Prevalence,31,"(41.6410409880005, -99.36572062299967)"
2018,NV,Nevada,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,530,15.6,13.8,17.4,%,Age-adjusted Prevalence,32,"(39.493240390000494, -117.07184056399967)"
2018,NV,Nevada,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2681,84.4,82.6,86.2,%,Age-adjusted Prevalence,32,"(39.493240390000494, -117.07184056399967)"
2018,NH,New Hampshire,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1078,21.8,20.0,23.7,%,Age-adjusted Prevalence,33,"(43.65595011300047, -71.50036091999965)"
2018,NH,New Hampshire,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4633,78.2,76.3,80.0,%,Age-adjusted Prevalence,33,"(43.65595011300047, -71.50036091999965)"
2018,NJ,New Jersey,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,411,11.7,9.9,13.5,%,Age-adjusted Prevalence,34,"(40.13057004800049, -74.27369128799967)"
2018,NJ,New Jersey,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2662,88.3,86.5,90.1,%,Age-adjusted Prevalence,34,"(40.13057004800049, -74.27369128799967)"
2018,NM,New Mexico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1170,17.2,15.9,18.6,%,Age-adjusted Prevalence,35,"(34.52088095200048, -106.24058098499967)"
2018,NM,New Mexico,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5514,82.8,81.4,84.1,%,Age-adjusted Prevalence,35,"(34.52088095200048, -106.24058098499967)"
2018,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,6436,15.2,14.5,15.9,%,Age-adjusted Prevalence,36,"(42.82700103200045, -75.54397042699964)"
2018,NY,New York,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,29083,84.8,84.1,85.5,%,Age-adjusted Prevalence,36,"(42.82700103200045, -75.54397042699964)"
2018,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,969,20.0,18.5,21.5,%,Age-adjusted Prevalence,37,"(35.466220975000454, -79.15925046299964)"
2018,NC,North Carolina,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3730,80.0,78.5,81.5,%,Age-adjusted Prevalence,37,"(35.466220975000454, -79.15925046299964)"
2018,ND,North Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,942,19.8,18.2,21.4,%,Age-adjusted Prevalence,38,"(47.47531977900047, -100.11842104899966)"
2018,ND,North Dakota,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4663,80.2,78.6,81.8,%,Age-adjusted Prevalence,38,"(47.47531977900047, -100.11842104899966)"
2018,OH,Ohio,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,2499,20.6,19.4,21.8,%,Age-adjusted Prevalence,39,"(40.06021014100048, -82.40426005599966)"
2018,OH,Ohio,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,10219,79.4,78.2,80.6,%,Age-adjusted Prevalence,39,"(40.06021014100048, -82.40426005599966)"
2018,OK,Oklahoma,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1183,23.4,21.9,25.0,%,Age-adjusted Prevalence,40,"(35.47203135600046, -97.52107021399968)"
2018,OK,Oklahoma,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4057,76.6,75.0,78.1,%,Age-adjusted Prevalence,40,"(35.47203135600046, -97.52107021399968)"
